episode_id,player_idx,final_label,window_size,t_soft,phase_t_soft,delta_own_ship_ratio,start_own_ship_ratio,delta_own_prod_ratio,start_own_prod_ratio,delta_own_planet_ratio,start_own_planet_ratio,delta_ship_gap,start_ship_gap,delta_prod_gap,start_prod_gap,delta_n_own_planets,start_n_own_planets,delta_n_neutral_planets,start_n_neutral_planets,delta_n_enemy_planets,start_n_enemy_planets,delta_own_ships_total,start_own_ships_total,delta_own_prod_total,start_own_prod_total,delta_mean_own_ships,start_mean_own_ships,delta_max_own_ships,start_max_own_ships,delta_std_own_ships,start_std_own_ships,delta_own_fleets_count,start_own_fleets_count,delta_own_fleets_ships,start_own_fleets_ships,delta_enemy_fleets_count,start_enemy_fleets_count,delta_enemy_fleets_ships,start_enemy_fleets_ships,delta_fleet_balance,start_fleet_balance,delta_own_under_threat_count,start_own_under_threat_count,delta_own_under_threat_ships,start_own_under_threat_ships,delta_enemy_contested_count,start_enemy_contested_count,delta_neutral_contested_count,start_neutral_contested_count,delta_incoming_enemy_to_own,start_incoming_enemy_to_own,delta_incoming_own_reinforce,start_incoming_own_reinforce,delta_net_incoming_own,start_net_incoming_own,delta_closest_threat_dist,start_closest_threat_dist
75826720,0,1,19,67,0.6837,0.15039999999999998,0.4323,0.0796,0.5104,0.066,0.4062,336.0,94.0,19.0,12.0,4.0,13.0,3.0,9.0,-3.0,10.0,74.0,412.0,10.0,49.0,-3.1000000000000014,31.69,11.0,79.0,-2.460000000000001,27.64,3.0,10.0,22.0,139.0,9.0,6.0,109.0,79.0,-87.0,60.0,2.0,1.0,38.0,4.0,0.0,3.0,1.0,0.0,144.0,41.0,57.0,75.0,-87.0,34.0,-0.1528,0.1944
75826720,1,0,19,67,0.6837,-0.2666,0.3337,-0.1054,0.3854,-0.11810000000000001,0.3125,-336.0,-94.0,-19.0,-12.0,-3.0,10.0,3.0,9.0,4.0,13.0,-262.0,318.0,-9.0,37.0,-23.8,31.8,-68.0,84.0,-20.839999999999996,25.24,9.0,6.0,109.0,79.0,3.0,10.0,22.0,139.0,87.0,-60.0,-1.0,3.0,-33.0,49.0,2.0,4.0,0.0,0.0,-39.0,64.0,-35.0,38.0,4.0,-26.0,0.1107,0.0707
75827029,0,0,27,120,0.8824,-0.2404,0.3892,-0.13640000000000002,0.4091,-0.09999999999999998,0.35,-261.0,66.0,-18.0,3.0,-2.0,7.0,-2.0,7.0,4.0,6.0,-182.0,253.0,-6.0,18.0,-21.94,36.14,-32.0,59.0,-11.219999999999999,20.18,0.0,2.0,-20.0,33.0,4.0,3.0,27.0,40.0,-47.0,-7.0,0.0,1.0,-16.0,22.0,0.0,0.0,1.0,0.0,-1.0,40.0,-25.0,33.0,-24.0,-7.0,0.0483,0.0303
75827029,1,1,27,120,0.8824,0.26999999999999996,0.2877,0.27270000000000005,0.3409,0.2,0.3,261.0,-66.0,18.0,-3.0,4.0,6.0,-2.0,7.0,-2.0,7.0,79.0,187.0,12.0,15.0,-4.57,31.17,12.0,72.0,2.6700000000000017,26.58,4.0,3.0,27.0,40.0,0.0,2.0,-20.0,33.0,47.0,7.0,-1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0
75828924,0,1,25,85,0.6746,0.15530000000000005,0.3354,0.09819999999999995,0.5,0.09819999999999995,0.4375,236.0,-196.0,21.0,5.0,1.0,14.0,-1.0,3.0,-4.0,15.0,153.0,270.0,9.0,58.0,8.91,19.29,27.0,58.0,4.52,14.3,-7.0,23.0,-66.0,243.0,7.0,5.0,202.0,50.0,-268.0,193.0,0.0,2.0,32.0,14.0,-4.0,8.0,-1.0,1.0,199.0,18.0,-58.0,129.0,-257.0,111.0,-0.41800000000000004,0.4509
75828924,1,0,25,89,0.7063,-0.19440000000000002,0.4722,-0.1367,0.4224,-0.11609999999999998,0.4375,-320.0,13.0,-31.0,-13.0,-5.0,14.0,-1.0,3.0,2.0,15.0,-249.0,476.0,-17.0,49.0,-8.780000000000001,34.0,-20.0,91.0,-6.010000000000002,29.12,5.0,6.0,145.0,51.0,-6.0,21.0,-64.0,231.0,209.0,-180.0,2.0,0.0,16.0,0.0,1.0,3.0,-1.0,1.0,-28.0,73.0,25.0,28.0,53.0,-45.0,-0.06420000000000001,0.0883
75835292,0,0,28,91,0.65,-0.12739999999999999,0.2704,-0.0605,0.35,-0.04510000000000003,0.3889,-372.0,-368.0,-11.0,-18.0,-3.0,14.0,-3.0,6.0,2.0,16.0,-127.0,292.0,-6.0,28.0,-5.859999999999999,20.86,-20.0,47.0,-8.27,13.69,3.0,18.0,6.0,299.0,2.0,4.0,17.0,56.0,-11.0,243.0,0.0,0.0,0.0,0.0,-1.0,7.0,2.0,0.0,2.0,47.0,84.0,39.0,82.0,-8.0,-0.1481,0.2416
75835292,1,1,28,90,0.6429,0.2778,0.4753,0.06640000000000001,0.5125,0.11449999999999999,0.4167,656.0,82.0,7.0,8.0,2.0,15.0,-3.0,6.0,-3.0,15.0,531.0,442.0,3.0,41.0,27.770000000000003,29.47,140.0,95.0,33.16,24.26,-1.0,6.0,-26.0,71.0,5.0,14.0,74.0,199.0,-100.0,-128.0,-1.0,3.0,4.0,36.0,-1.0,4.0,-1.0,1.0,4.0,135.0,-5.0,5.0,-9.0,-130.0,-0.057499999999999996,0.0838
75836803,0,0,100,128,0.2565,0.24209999999999998,0.0458,0.2187,0.0938,0.1874,0.0938,-209.0,-23.0,-22.0,0.0,6.0,3.0,-24.0,26.0,18.0,3.0,151.0,33.0,14.0,6.0,9.440000000000001,11.0,41.0,19.0,11.719999999999999,7.0,1.0,2.0,-12.0,20.0,4.0,1.0,59.0,3.0,-71.0,17.0,1.0,0.0,6.0,0.0,1.0,0.0,-1.0,1.0,39.0,0.0,0.0,0.0,-39.0,0.0,-0.9251,1.0
75836803,1,1,100,128,0.2565,0.5733,0.0777,0.5624,0.0938,0.5624,0.0938,209.0,23.0,22.0,0.0,18.0,3.0,-24.0,26.0,6.0,3.0,360.0,56.0,36.0,6.0,1.139999999999997,18.67,23.0,22.0,9.959999999999999,3.06,4.0,1.0,59.0,3.0,1.0,2.0,-12.0,20.0,71.0,-17.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,1.0,8.0,0.0,23.0,0.0,15.0,0.0,-0.9099,1.0
75837587,0,0,39,143,0.7333,-0.08439999999999998,0.3836,-0.07900000000000001,0.4474,-0.10720000000000002,0.4643,-191.0,-158.0,-16.0,-4.0,-3.0,13.0,-1.0,1.0,4.0,14.0,-104.0,364.0,-6.0,34.0,-2.0,28.0,-14.0,81.0,-2.6900000000000013,25.53,1.0,6.0,29.0,76.0,8.0,10.0,35.0,160.0,-6.0,-84.0,0.0,2.0,-5.0,27.0,1.0,3.0,0.0,0.0,54.0,64.0,-28.0,33.0,-82.0,-31.0,-0.14200000000000002,0.1658
75837587,1,1,39,139,0.7128,0.06410000000000005,0.5659,0.17099999999999993,0.4474,0.14279999999999998,0.4643,-50.0,227.0,18.0,0.0,4.0,13.0,-2.0,2.0,-2.0,13.0,-189.0,618.0,13.0,34.0,-22.3,47.54,-38.0,108.0,-14.420000000000002,33.88,14.0,7.0,148.0,98.0,0.0,7.0,-20.0,117.0,168.0,-19.0,0.0,1.0,12.0,6.0,7.0,2.0,-1.0,1.0,24.0,67.0,56.0,80.0,32.0,13.0,-0.013400000000000009,0.1043
75837588,0,0,21,63,0.6058,-0.05099999999999999,0.1784,-0.011399999999999993,0.25,-0.059,0.2812,-400.0,-144.0,-14.0,-12.0,-1.0,9.0,-2.0,12.0,7.0,11.0,6.0,155.0,0.0,21.0,2.900000000000002,17.22,7.0,54.0,0.46999999999999886,18.94,2.0,9.0,75.0,106.0,-1.0,4.0,-3.0,47.0,78.0,59.0,1.0,0.0,9.0,0.0,2.0,3.0,-2.0,2.0,24.0,19.0,-24.0,54.0,-48.0,35.0,-0.3368,0.3866
75837588,1,1,21,57,0.5481,0.3049,0.1659,0.15690000000000004,0.2976,0.1355,0.2812,365.0,16.0,11.0,5.0,6.0,9.0,-3.0,15.0,1.0,8.0,349.0,111.0,15.0,25.0,18.340000000000003,12.33,50.0,30.0,12.729999999999999,8.49,-3.0,6.0,-34.0,94.0,6.0,7.0,134.0,88.0,-168.0,6.0,-1.0,2.0,-2.0,12.0,1.0,1.0,-4.0,5.0,24.0,16.0,0.0,0.0,-24.0,-16.0,-0.47620000000000007,0.7868
75840329,0,0,28,105,0.75,0.06169999999999999,0.0971,0.04580000000000001,0.1875,0.03570000000000001,0.2143,64.0,-277.0,6.0,-18.0,0.0,6.0,-2.0,10.0,-2.0,12.0,62.0,90.0,2.0,12.0,10.329999999999998,15.0,2.0,43.0,-3.1899999999999995,14.41,-2.0,6.0,-63.0,102.0,0.0,4.0,-3.0,42.0,-60.0,60.0,0.0,0.0,0.0,0.0,-2.0,2.0,-1.0,2.0,11.0,21.0,-4.0,39.0,-15.0,18.0,-0.1749,0.2315
75840329,1,1,28,105,0.75,-0.014499999999999957,0.3959,-0.035499999999999976,0.4688,-0.011899999999999966,0.4286,-64.0,277.0,-6.0,18.0,-2.0,12.0,-2.0,10.0,0.0,6.0,-2.0,367.0,-4.0,30.0,5.920000000000002,30.58,-40.0,108.0,-8.39,28.26,0.0,4.0,-3.0,42.0,-2.0,6.0,-63.0,102.0,60.0,-60.0,-1.0,1.0,-9.0,9.0,1.0,2.0,-2.0,2.0,-32.0,32.0,7.0,0.0,39.0,-32.0,0.9390000000000001,0.061
75840368,0,0,25,76,0.6129,0.022300000000000014,0.2386,-0.07890000000000003,0.3684,0.031299999999999994,0.1875,-94.0,14.0,-17.0,-4.0,1.0,6.0,-5.0,16.0,4.0,10.0,31.0,172.0,-6.0,28.0,0.3299999999999983,28.67,-47.0,95.0,-19.78,35.27,-4.0,9.0,-79.0,141.0,12.0,10.0,200.0,126.0,-279.0,15.0,0.0,1.0,5.0,6.0,-2.0,2.0,-3.0,3.0,59.0,26.0,17.0,45.0,-42.0,19.0,-0.0404,0.0934
75840368,1,1,25,76,0.6129,0.14470000000000002,0.2191,0.1447,0.4211,0.125,0.3125,94.0,-14.0,17.0,4.0,4.0,10.0,-5.0,16.0,1.0,6.0,125.0,158.0,11.0,32.0,4.41,15.8,28.0,42.0,7.15,13.51,12.0,10.0,200.0,126.0,-4.0,9.0,-79.0,141.0,279.0,-15.0,-1.0,1.0,-11.0,11.0,0.0,2.0,-2.0,2.0,-35.0,35.0,167.0,74.0,202.0,39.0,0.6669,0.3331
75845040,0,1,25,83,0.6535,0.11089999999999997,0.2295,0.15000000000000002,0.3833,0.14289999999999997,0.3214,59.0,-63.0,14.0,-3.0,4.0,9.0,-3.0,7.0,-1.0,12.0,47.0,98.0,9.0,23.0,0.2599999999999998,10.89,-4.0,37.0,-2.119999999999999,11.94,24.0,27.0,370.0,287.0,10.0,4.0,203.0,48.0,167.0,239.0,0.0,0.0,0.0,0.0,1.0,6.0,-3.0,3.0,132.0,0.0,333.0,80.0,201.0,80.0,-0.9423,1.0
75845040,1,0,25,84,0.6614,-0.14700000000000002,0.4582,-0.10000000000000003,0.4333,-0.07150000000000001,0.4286,-149.0,133.0,-16.0,3.0,-2.0,12.0,-3.0,7.0,5.0,9.0,-70.0,192.0,-6.0,26.0,-3.8000000000000007,16.0,-25.0,58.0,-4.24,15.49,12.0,4.0,237.0,51.0,23.0,31.0,359.0,332.0,-122.0,-281.0,0.0,5.0,-21.0,64.0,1.0,1.0,0.0,1.0,30.0,175.0,112.0,23.0,82.0,-152.0,0.015399999999999997,0.047
75845161,0,1,17,37,0.4205,0.2978,0.1362,0.22730000000000003,0.1818,0.2188,0.125,183.0,53.0,18.0,2.0,7.0,4.0,-9.0,24.0,2.0,4.0,245.0,87.0,20.0,16.0,8.43,21.75,61.0,30.0,18.490000000000002,5.56,1.0,2.0,19.0,36.0,7.0,9.0,59.0,141.0,-40.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,24.0,0.0,-17.0,0.0,-0.9135,1.0
75845161,1,0,17,37,0.4205,0.0723,0.0532,0.022699999999999998,0.1591,0.0625,0.125,-183.0,-53.0,-18.0,-2.0,2.0,4.0,-9.0,24.0,7.0,4.0,62.0,34.0,2.0,14.0,7.5,8.5,26.0,16.0,10.16,5.74,7.0,9.0,59.0,141.0,1.0,2.0,19.0,36.0,40.0,105.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75848499,0,0,28,107,0.7483,-0.0811,0.3195,-0.0993,0.4118,-0.04910000000000003,0.4062,-182.0,-61.0,-13.0,-7.0,-3.0,13.0,-1.0,5.0,0.0,14.0,-99.0,361.0,-8.0,28.0,-1.5700000000000003,27.77,14.0,52.0,7.990000000000002,14.45,3.0,1.0,43.0,14.0,3.0,4.0,40.0,62.0,3.0,-48.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,59.0,2.0,0.0,0.0,-59.0,-2.0,-0.4425,0.4709
75848499,1,1,28,100,0.6993,-0.131,0.4855,0.05060000000000009,0.5588,0.031200000000000006,0.4688,-265.0,313.0,5.0,13.0,-1.0,15.0,-1.0,5.0,-2.0,12.0,-224.0,570.0,1.0,38.0,-13.29,38.0,-150.0,190.0,-34.480000000000004,43.56,1.0,7.0,-85.0,161.0,-1.0,6.0,12.0,77.0,-97.0,84.0,1.0,0.0,4.0,0.0,1.0,2.0,-2.0,2.0,-29.0,77.0,-50.0,78.0,-21.0,1.0,0.013000000000000001,0.0217
75850159,0,1,61,76,0.2492,0.4422,0.0136,0.4583,0.0417,0.4167,0.0833,223.0,0.0,20.0,0.0,12.0,2.0,-14.0,20.0,6.0,2.0,362.0,9.0,35.0,3.0,22.0,4.5,58.0,6.0,18.8,2.12,3.0,0.0,57.0,0.0,4.0,0.0,76.0,0.0,-19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75850159,1,0,61,82,0.2689,0.2439,0.0388,0.3004,0.0417,0.2738,0.0833,-226.0,0.0,-18.0,0.0,8.0,2.0,-18.0,20.0,14.0,2.0,198.0,27.0,23.0,3.0,9.0,13.5,44.0,15.0,15.379999999999999,2.12,10.0,0.0,122.0,0.0,7.0,0.0,117.0,0.0,5.0,0.0,2.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,90.0,0.0,93.0,0.0,3.0,0.0,-0.9807,1.0
75850258,0,0,24,84,0.6942,-0.0912,0.1439,-0.14470000000000002,0.3421,-0.1,0.25,-231.0,51.0,-22.0,3.0,-4.0,10.0,0.0,19.0,4.0,11.0,-128.0,200.0,-11.0,26.0,-8.0,20.0,-10.0,40.0,-3.49,14.24,5.0,5.0,142.0,124.0,2.0,5.0,16.0,129.0,126.0,-5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,-25.0,25.0,0.0,0.0,25.0,-25.0,0.6647000000000001,0.3353
75850258,1,1,24,84,0.6942,0.07739999999999998,0.1072,0.14480000000000004,0.3026,0.09999999999999998,0.275,231.0,-51.0,22.0,-3.0,4.0,11.0,0.0,19.0,-4.0,10.0,103.0,149.0,11.0,23.0,3.25,13.55,29.0,29.0,6.890000000000001,8.61,2.0,5.0,16.0,129.0,5.0,5.0,142.0,124.0,-126.0,5.0,1.0,1.0,30.0,0.0,-1.0,1.0,3.0,1.0,61.0,28.0,-31.0,73.0,-92.0,45.0,0.0131,0.0619
75851051,0,0,41,174,0.8447,-0.030800000000000022,0.2363,-0.19440000000000002,0.5,-0.1562,0.5,-440.0,-88.0,-25.0,4.0,-3.0,14.0,3.0,4.0,4.0,10.0,105.0,172.0,-12.0,34.0,12.89,12.29,61.0,41.0,18.8,10.68,-5.0,13.0,-57.0,176.0,7.0,17.0,121.0,212.0,-178.0,-36.0,-2.0,5.0,-3.0,39.0,1.0,3.0,0.0,1.0,46.0,126.0,-121.0,127.0,-167.0,1.0,0.014699999999999998,0.0403
75851051,1,1,41,168,0.8155,-0.02510000000000001,0.6237,-0.033499999999999974,0.6029,-0.0938,0.5,-42.0,559.0,-1.0,18.0,-1.0,14.0,3.0,4.0,2.0,10.0,99.0,663.0,0.0,41.0,11.259999999999998,47.36,8.0,329.0,14.959999999999994,84.01,12.0,13.0,155.0,159.0,-10.0,18.0,-114.0,250.0,269.0,-91.0,-1.0,1.0,-20.0,20.0,2.0,1.0,-1.0,1.0,-20.0,142.0,119.0,141.0,139.0,-1.0,0.009800000000000003,0.0498
75851214,0,1,32,125,0.7764,-0.20139999999999997,0.5105,-0.045499999999999985,0.5682,-0.041700000000000015,0.5,-178.0,146.0,-4.0,12.0,-1.0,12.0,0.0,6.0,1.0,6.0,-108.0,244.0,-2.0,25.0,-7.969999999999999,20.33,-12.0,39.0,-3.4300000000000006,10.38,4.0,9.0,31.0,140.0,-4.0,7.0,-68.0,116.0,99.0,24.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,-53.0,53.0,-82.0,123.0,-29.0,70.0,0.7998000000000001,0.2002
75851214,1,0,32,131,0.8137,0.05119999999999997,0.335,-0.045399999999999996,0.3409,-0.041700000000000015,0.2917,78.0,-67.0,-4.0,-8.0,-1.0,7.0,0.0,6.0,1.0,11.0,6.0,206.0,-2.0,15.0,5.899999999999999,29.43,20.0,54.0,10.729999999999999,13.06,-1.0,3.0,-14.0,46.0,5.0,10.0,81.0,153.0,-95.0,-107.0,1.0,0.0,10.0,0.0,-1.0,2.0,0.0,0.0,59.0,21.0,21.0,0.0,-38.0,-21.0,-0.21739999999999998,0.2878
75851849,0,0,17,45,0.5114,0.092,0.1078,0.07399999999999998,0.213,0.125,0.1875,-157.0,-64.0,-17.0,-7.0,4.0,6.0,-11.0,18.0,7.0,8.0,100.0,112.0,8.0,23.0,2.5299999999999976,18.67,21.0,30.0,7.139999999999999,10.35,8.0,4.0,138.0,84.0,-1.0,3.0,-13.0,61.0,151.0,23.0,0.0,1.0,-22.0,24.0,5.0,1.0,-3.0,3.0,-12.0,31.0,32.0,0.0,44.0,-31.0,-0.21930000000000005,0.5066
75851849,1,1,17,45,0.5114,0.23870000000000002,0.1694,0.23149999999999998,0.2778,0.2188,0.25,157.0,64.0,17.0,7.0,7.0,8.0,-11.0,18.0,4.0,6.0,257.0,176.0,25.0,30.0,6.870000000000001,22.0,14.0,60.0,2.3900000000000006,19.18,-1.0,3.0,-13.0,61.0,8.0,4.0,138.0,84.0,-151.0,-23.0,3.0,0.0,45.0,0.0,0.0,1.0,-1.0,1.0,174.0,16.0,26.0,3.0,-148.0,-13.0,-0.36419999999999997,0.3987
75852143,0,1,58,128,0.4399,0.17159999999999997,0.5546,0.14040000000000002,0.4792,0.1652,0.4062,67.0,275.0,21.0,1.0,3.0,13.0,-5.0,5.0,-2.0,14.0,6.0,543.0,11.0,46.0,-7.460000000000001,41.77,-11.0,95.0,-2.8599999999999994,29.0,5.0,7.0,72.0,77.0,-10.0,29.0,-198.0,393.0,270.0,-316.0,-1.0,3.0,-20.0,41.0,2.0,6.0,0.0,0.0,-80.0,140.0,-5.0,6.0,75.0,-134.0,0.2069,0.0356
75852143,1,0,58,130,0.4467,-0.022699999999999998,0.2148,-0.1114,0.4375,-0.04459999999999997,0.4375,-163.0,-411.0,-25.0,-7.0,-3.0,14.0,-5.0,5.0,4.0,13.0,-39.0,218.0,-12.0,42.0,0.6999999999999993,15.57,-24.0,71.0,-3.4000000000000004,18.84,-8.0,30.0,-124.0,370.0,5.0,7.0,84.0,65.0,-208.0,305.0,0.0,2.0,3.0,10.0,-4.0,9.0,-1.0,1.0,89.0,59.0,41.0,143.0,-48.0,84.0,-0.007800000000000001,0.0551
75854043,0,1,40,164,0.8119,0.09840000000000004,0.5064,0.019000000000000017,0.5435,0.026800000000000046,0.5357,255.0,113.0,6.0,13.0,3.0,15.0,2.0,3.0,-1.0,10.0,229.0,550.0,4.0,50.0,6.609999999999999,36.67,17.0,93.0,3.210000000000001,27.74,6.0,6.0,103.0,54.0,2.0,3.0,28.0,33.0,75.0,21.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,-13.0,20.0,0.0,0.0,13.0,-20.0,0.17960000000000004,0.3401
75854043,1,0,40,170,0.8416,0.024200000000000027,0.2286,-0.024500000000000022,0.337,-0.07140000000000002,0.3214,-185.0,-390.0,-4.0,-25.0,-1.0,9.0,2.0,3.0,3.0,16.0,138.0,206.0,-1.0,31.0,20.11,22.89,66.0,81.0,23.009999999999998,22.82,-4.0,7.0,-27.0,74.0,4.0,6.0,110.0,52.0,-137.0,22.0,0.0,1.0,19.0,21.0,-2.0,3.0,0.0,0.0,100.0,32.0,21.0,19.0,-79.0,-13.0,-0.1419,0.1842
75854976,0,1,32,103,0.6478,0.22229999999999994,0.3456,0.19379999999999997,0.4062,0.16959999999999997,0.4375,340.0,-46.0,21.0,0.0,3.0,14.0,-1.0,6.0,-6.0,12.0,44.0,320.0,10.0,26.0,-1.4499999999999993,22.86,-17.0,100.0,-6.540000000000003,27.35,1.0,5.0,-17.0,89.0,6.0,3.0,54.0,73.0,-71.0,16.0,0.0,1.0,-6.0,8.0,1.0,1.0,-1.0,1.0,72.0,28.0,-51.0,70.0,-123.0,42.0,-0.3282,0.3663
75854976,1,0,32,124,0.7799,-0.2884,0.5402,-0.15000000000000002,0.4333,-0.10720000000000002,0.3929,-465.0,288.0,-20.0,1.0,-3.0,11.0,-1.0,5.0,4.0,12.0,-373.0,544.0,-9.0,26.0,-28.070000000000004,49.45,-83.0,131.0,-25.650000000000002,39.7,-1.0,4.0,-21.0,56.0,-7.0,14.0,-85.0,192.0,64.0,-136.0,0.0,1.0,-8.0,14.0,0.0,2.0,0.0,0.0,-54.0,129.0,-3.0,16.0,51.0,-113.0,0.102,0.0737
75855112,0,1,26,90,0.6977,0.0305,0.1175,0.1856,0.2917,0.1917,0.2083,-3.0,3.0,14.0,-4.0,3.0,5.0,-4.0,12.0,-3.0,7.0,-1.0,96.0,7.0,14.0,-7.3199999999999985,19.2,-9.0,45.0,-3.09,15.39,0.0,6.0,16.0,68.0,-3.0,6.0,-41.0,76.0,57.0,-8.0,-1.0,1.0,-6.0,6.0,-3.0,4.0,2.0,1.0,-29.0,44.0,37.0,0.0,66.0,-44.0,-0.006199999999999997,0.0624
75855112,1,0,26,90,0.6977,0.034199999999999994,0.1138,-0.125,0.375,-0.0917,0.2917,3.0,-3.0,-14.0,4.0,-3.0,7.0,-4.0,12.0,3.0,5.0,2.0,93.0,-7.0,18.0,10.46,13.29,16.0,29.0,7.660000000000002,9.53,-3.0,6.0,-41.0,76.0,0.0,6.0,16.0,68.0,-57.0,8.0,-2.0,3.0,-15.0,22.0,-1.0,2.0,0.0,2.0,-51.0,63.0,-6.0,6.0,45.0,-57.0,0.0376,0.0454
75855494,0,1,100,135,0.2705,0.3014,0.1418,0.3558,0.2115,0.30560000000000004,0.2222,157.0,62.0,30.0,-2.0,11.0,8.0,-12.0,20.0,1.0,8.0,294.0,131.0,37.0,22.0,5.990000000000002,16.38,26.0,46.0,6.16,14.27,8.0,4.0,117.0,88.0,-4.0,7.0,-106.0,136.0,223.0,-48.0,0.0,0.0,0.0,0.0,4.0,0.0,-3.0,4.0,1.0,0.0,76.0,0.0,75.0,0.0,-0.8114,1.0
75855494,1,0,100,135,0.2705,0.1401,0.0747,0.06729999999999997,0.2308,0.02779999999999999,0.2222,-157.0,-62.0,-30.0,2.0,1.0,8.0,-12.0,20.0,11.0,8.0,137.0,69.0,7.0,24.0,14.270000000000001,8.62,78.0,30.0,24.37,9.09,-4.0,7.0,-106.0,136.0,8.0,4.0,117.0,88.0,-223.0,48.0,3.0,0.0,23.0,0.0,1.0,0.0,-4.0,5.0,121.0,0.0,10.0,0.0,-111.0,0.0,-0.913,1.0
75856083,0,1,37,82,0.4409,-0.0042999999999999705,0.3268,0.1723,0.3971,0.125,0.375,-96.0,-85.0,17.0,-2.0,6.0,12.0,-2.0,7.0,0.0,13.0,-13.0,331.0,14.0,27.0,-9.909999999999997,27.58,-46.0,100.0,-11.03,25.97,5.0,3.0,81.0,54.0,5.0,0.0,108.0,0.0,-27.0,54.0,3.0,0.0,32.0,0.0,1.0,2.0,0.0,1.0,75.0,0.0,83.0,0.0,8.0,0.0,-0.8271999999999999,1.0
75856083,1,0,37,83,0.4462,0.11919999999999997,0.3951,-0.01469999999999999,0.3676,-0.031200000000000006,0.375,152.0,45.0,-10.0,-6.0,-1.0,12.0,-3.0,7.0,4.0,13.0,104.0,416.0,-1.0,25.0,12.600000000000001,34.67,52.0,68.0,22.11,15.92,5.0,0.0,108.0,0.0,8.0,2.0,137.0,32.0,-29.0,-32.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,69.0,18.0,0.0,0.0,-69.0,-18.0,-0.3573,0.3756
75856289,0,0,33,95,0.5689,-0.2723,0.4077,-0.13640000000000002,0.3864,-0.04999999999999999,0.3,-1003.0,276.0,-28.0,1.0,-3.0,12.0,-6.0,17.0,5.0,11.0,-316.0,528.0,-13.0,34.0,-20.44,44.0,-116.0,173.0,-35.64,54.89,15.0,2.0,212.0,38.0,-4.0,12.0,-61.0,203.0,273.0,-165.0,-1.0,1.0,-9.0,9.0,6.0,1.0,0.0,1.0,-39.0,102.0,75.0,0.0,114.0,-102.0,-0.022199999999999998,0.0518
75856289,1,1,33,95,0.5689,0.405,0.1946,0.19640000000000002,0.375,0.1694,0.275,1003.0,-276.0,28.0,-1.0,5.0,11.0,-6.0,17.0,-3.0,12.0,687.0,252.0,15.0,33.0,35.78,22.91,192.0,51.0,48.33,14.03,-4.0,12.0,-61.0,203.0,15.0,2.0,212.0,38.0,-273.0,165.0,2.0,1.0,8.0,8.0,-1.0,4.0,-2.0,3.0,156.0,15.0,21.0,29.0,-135.0,14.0,-0.0076000000000000095,0.0734
75856880,0,1,26,72,0.5581,0.020499999999999963,0.278,0.05620000000000003,0.35,0.024399999999999977,0.2812,74.0,64.0,5.0,4.0,2.0,9.0,1.0,16.0,1.0,7.0,77.0,263.0,5.0,21.0,1.6900000000000013,29.22,26.0,72.0,2.4599999999999973,22.35,7.0,2.0,106.0,32.0,3.0,2.0,30.0,27.0,76.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0,1.0
75856880,1,0,26,73,0.5659,-0.0763,0.2432,-0.0645,0.2833,-0.024400000000000005,0.2188,-241.0,28.0,-11.0,-4.0,0.0,7.0,1.0,16.0,3.0,9.0,-13.0,216.0,-3.0,17.0,-1.8599999999999994,30.86,8.0,53.0,2.5000000000000018,15.44,3.0,2.0,21.0,27.0,4.0,4.0,63.0,50.0,-42.0,-23.0,-1.0,1.0,-24.0,24.0,1.0,0.0,1.0,2.0,-36.0,36.0,7.0,0.0,43.0,-36.0,0.7839,0.2161
75858039,0,1,35,121,0.6836,0.13039999999999996,0.4114,0.11669999999999997,0.4833,0.0938,0.5,158.0,211.0,13.0,4.0,3.0,16.0,-1.0,6.0,-2.0,10.0,130.0,369.0,7.0,29.0,3.200000000000003,23.06,15.0,67.0,6.270000000000001,15.53,2.0,10.0,-2.0,176.0,1.0,9.0,36.0,150.0,-38.0,26.0,1.0,1.0,-7.0,27.0,-3.0,6.0,1.0,0.0,38.0,99.0,85.0,32.0,47.0,-67.0,0.015299999999999998,0.0183
