pro_target_id,pro_target_owner,pro_target_ships,pro_target_prod,pro_target_priority,pro_target_zone,pro_target_dist_frac,pro_action_type,pro_rank,heur_top_id,heur_top_owner,heur_top_ships,heur_top_prod,heur_top_priority,heur_top_zone,heur_top_dist_frac,heur_n_moves,heur_idle,targets_match,pro_ships_sent,pro_src_owner_ships_total,pro_src_ships,pro_src_prod,episode_id,step,phase,n_players,launch_idx
19,3,16,1,0.6928068973940724,contested,0.024120728601473077,enemy,3.0,8.0,0.0,48.0,3.0,1.4382865895550208,contested,0.16016949023976923,5,False,False,1,497,1,1,76483783,483,0.9679,4,1
17,3,17,1,-1.733213996056735,periphery,0.41861900478353486,enemy,13.0,23.0,3.0,144.0,1.0,0.7732101165142182,contested,0.0,0,True,False,71,559,71,4,76483783,321,0.6433,4,0
33,-1,25,1,-1.1195236596859577,periphery,0.35692568194705665,neutral,20.0,31.0,0.0,4.0,2.0,3.2014020472711144,easy_target,0.2255557033081995,2,False,False,16,195,19,3,76501532,117,0.6062,2,1
15,-1,7,1,-1.6641895370235715,contested,0.38584458073762296,neutral,12.0,12.0,0.0,1.0,1.0,1.7732683361767863,easy_target,0.3437398211847565,0,True,False,11,96,16,4,76510627,47,0.178,4,0
17,3,37,3,-0.0848711428280418,mid,0.2834529567032159,reinforce,,,,,,,,,0,True,False,12,554,18,4,76510627,232,0.8788,4,2
10,2,5,5,0.6249708179225963,contested,0.19448913249292846,enemy,5.0,9.0,2.0,1.0,5.0,0.9865435467919668,easy_target,0.19448913249292835,4,False,False,59,418,70,1,76510627,184,0.697,4,1
5,1,8,4,-0.17370709205920964,periphery,0.5067585616696239,enemy,6.0,12.0,0.0,30.0,1.0,1.8127609291995528,contested,0.11724293331109197,2,False,False,5,124,35,3,76510627,65,0.2462,4,0
1,1,12,4,0.3004182359629046,periphery,0.402819233558736,enemy,3.0,5.0,0.0,27.0,4.0,1.1544392412965998,contested,0.0,0,True,False,22,252,23,3,76510627,99,0.375,4,0
12,1,3,3,-0.14266040717536255,mid,0.10130901499052633,reinforce,,,,,,,,,0,True,False,6,224,6,5,76527854,117,0.7852,2,27
24,1,8,1,-0.06361713099248772,mid,0.5928676015785515,reinforce,,,,,,,,,0,True,False,46,709,46,1,76527854,139,0.9329,2,4
0,1,12,1,-0.47758396239095885,frontline,0.16841744963718958,reinforce,,,,,,,,,0,True,False,11,614,11,5,76527854,145,0.9732,2,19
0,-1,24,1,-0.8580826593853744,periphery,0.21479498602306352,neutral,3.0,19.0,0.0,206.0,5.0,0.8373927531944592,priority_target,0.09150745797023273,0,True,False,9,149,9,2,76527854,96,0.6443,2,15
23,1,2,2,0.24477466658664881,mid,0.4128045687415707,reinforce,,,,,,,,,0,True,False,15,677,15,1,76527854,131,0.8792,2,1
4,-1,35,1,-0.5317561222450631,frontline,0.5280470033115253,neutral,,23.0,0.0,53.0,2.0,3.0857617889628313,contested,0.0,1,False,False,1,371,1,1,76527854,108,0.7248,2,2
16,2,26,2,0.21891450588063133,contested,0.4925447253152695,enemy,1.0,16.0,2.0,140.0,2.0,0.21891450588063133,contested,,0,True,True,3,572,26,3,76538658,200,0.7692,4,2
0,0,100,3,-0.2579945615784278,contested,0.08018462061909136,enemy,3.0,18.0,2.0,94.0,2.0,0.6079069653929053,contested,0.08514492921046653,2,False,False,1,620,2,2,76538658,222,0.8538,4,12
5,0,94,4,4.593441156254254,priority_target,0.1641144411745954,enemy,1.0,5.0,0.0,143.0,4.0,4.593441156254254,priority_target,,3,False,True,1,618,236,3,76538658,145,0.5577,4,1
5,3,197,4,3.3047944551337722,priority_target,0.08483720214010214,enemy,1.0,5.0,3.0,310.0,4.0,3.3047944551337722,priority_target,,5,False,True,1,476,205,2,76538658,182,0.7,4,2
26,3,45,3,0.00593570017989177,mid,0.34645055955536325,reinforce,,,,,,,,,2,False,False,3,1052,5,2,76538658,259,0.9962,4,8
1,2,15,3,2.2832096619934417,priority_target,0.08018462061909136,enemy,2.0,5.0,3.0,173.0,4.0,4.298169958615389,priority_target,0.08483720214010214,0,True,False,1,53,53,2,76538658,203,0.7808,4,0
21,1,183,2,-0.4005032359610232,hard_far,0.08483720214010214,enemy,3.0,18.0,2.0,38.0,2.0,0.33825645561601314,contested,0.08514492921046651,3,False,False,13,465,13,4,76538658,197,0.7577,4,5
30,0,33,2,-0.29695174062007423,isolated,0.4076785820946364,reinforce,,,,,,,,,0,True,False,38,281,38,2,76632857,145,0.9603,4,2
0,3,299,4,-0.5253890638314023,bastion,0.43413688153276336,reinforce,,10.0,-1.0,40.0,1.0,0.6437939717856943,easy_target,0.10991906646760524,5,False,False,27,3998,36,2,76638881,195,0.9559,4,2
19,3,40,5,-1.477895592398641,priority_target,0.6169730397003993,enemy,26.0,9.0,-1.0,40.0,1.0,2.4551306613107666,priority_target,0.13340236065928862,0,True,False,5,45,5,1,76638881,57,0.2794,4,2
0,3,244,4,-0.5115458162764945,bastion,0.0822121402097353,reinforce,,10.0,-1.0,40.0,1.0,0.669969017482593,easy_target,0.09855585419313206,6,False,False,2,3379,2,1,76638881,188,0.9216,4,0
8,-1,40,1,0.02538673996742008,hard_far,0.3335484043267871,neutral,9.0,22.0,2.0,10.0,2.0,2.255311850559403,easy_target,0.06951488327964697,3,False,False,5,129,5,2,76638881,81,0.3971,4,2
20,2,1,1,1.3826195338231266,easy_target,0.09478915644580894,reinforce,3.0,13.0,1.0,88.0,5.0,2.1535822342732436,priority_target,0.16468821103563147,3,False,False,15,358,136,5,76657754,82,0.4039,4,0
11,1,26,2,1.362549671186038,contested,0.16820878504041162,reinforce,4.0,19.0,0.0,11.0,5.0,3.1223240855559506,priority_target,0.2568584954053948,4,False,False,34,224,143,5,76686494,126,0.5575,4,2
7,2,43,4,-0.31100464867094724,isolated,0.25940353353805606,reinforce,,20.0,1.0,36.0,3.0,1.2031048410719025,priority_target,0.09592976315155181,0,True,False,26,210,26,5,76744055,87,0.4628,4,2
