episode_id,omega,n_planets,n_orbital,n_static,orbital_share,prod_total,prod_mean,prod_std,n_neutral_start,neutral_prod_share,mean_inter_dist,min_inter_dist,max_inter_dist,std_inter_dist,sun_blockage_share,home_to_nearest_neutral_median,home_to_home_median,n_home
75969960,0.028313181023832363,36,4,32,0.1111111111111111,84.0,2.3333333333333335,1.49071198499986,36,1.0,58.244722854334164,10.483306174681989,118.486996247054,25.87895411040783,0.13015873015873017,0.0,0.0,0
75970255,0.040470390267116144,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.2862041003100253,36,1.0,61.75600248040975,10.256864000543665,120.52342297238047,27.562364889275205,0.13015873015873017,0.0,0.0,0
75970330,0.027004379437040617,24,4,20,0.16666666666666666,76.0,3.1666666666666665,1.3437096247164249,24,1.0,60.31228789197785,11.799745901110837,114.63421758677572,26.777074698746432,0.17391304347826086,0.0,0.0,0
75970563,0.03295677999301888,40,4,36,0.1,92.0,2.3,1.3453624047073711,40,1.0,58.40559110030703,9.205145970315431,117.7885945830384,26.10540593043608,0.14871794871794872,0.0,0.0,0
75972657,0.04209196062732794,28,0,28,0.0,72.0,2.5714285714285716,1.178030178747903,28,1.0,61.48116444200168,10.17713786794861,109.7675813601926,26.61435608634485,0.12169312169312169,0.0,0.0,0
75972841,0.025402570981038427,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.355261854357877,28,1.0,58.76311189944486,11.330811680581931,118.65011483677453,26.080808995517234,0.18518518518518517,0.0,0.0,0
75974716,0.03156019846560136,28,0,28,0.0,68.0,2.4285714285714284,1.498298354528788,28,1.0,62.994038183012854,10.428635011673407,120.11924348616802,27.422324396102674,0.13227513227513227,0.0,0.0,0
75976337,0.04315113499889227,24,0,24,0.0,76.0,3.1666666666666665,1.6749792701868151,24,1.0,61.37622968311596,12.090598371263003,114.42807420467584,26.55079570601666,0.13043478260869565,0.0,0.0,0
75979513,0.04813624891785792,20,0,20,0.0,60.0,3.0,1.4142135623730951,20,1.0,66.56584521485591,12.381930220784882,115.91493252357247,27.835320638527783,0.11578947368421053,0.0,0.0,0
75984949,0.033018789983529404,32,4,28,0.125,108.0,3.375,1.4947825928876748,32,1.0,61.077367834573415,11.347932852879095,122.20305923774731,26.945886892816773,0.12903225806451613,0.0,0.0,0
75991087,0.044085986938317494,20,0,20,0.0,56.0,2.8,1.469693845669907,20,1.0,60.868205453745006,13.309482092303424,112.0393190817409,25.38325925086977,0.11578947368421053,0.0,0.0,0
75994516,0.041257709443572044,32,0,32,0.0,80.0,2.5,0.7071067811865476,32,1.0,60.90722690369644,11.335460616545435,117.38288782495691,26.618976164817557,0.12096774193548387,0.0,0.0,0
75995072,0.03258769535721081,32,0,32,0.0,80.0,2.5,1.4142135623730951,32,1.0,60.46031444105504,9.436213296027653,120.97061174811,27.32042450932369,0.1532258064516129,0.0,0.0,0
75995342,0.04238680933892533,36,0,36,0.0,104.0,2.888888888888889,1.6629588385661962,36,1.0,62.47529927712197,10.597346811035491,131.83723572879575,27.79008967090759,0.11746031746031746,0.0,0.0,0
75995655,0.044458274734955956,28,0,28,0.0,100.0,3.5714285714285716,1.6781914463529615,28,1.0,59.46901297614142,11.973498721181494,115.07845373015036,26.10806034791028,0.14285714285714285,0.0,0.0,0
75996990,0.040536586478683564,24,0,24,0.0,76.0,3.1666666666666665,1.3437096247164249,24,1.0,59.4339327130574,12.05310785828876,100.9470867653799,25.09649421897139,0.11594202898550725,0.0,0.0,0
75997234,0.04225330755035417,28,0,28,0.0,92.0,3.2857142857142856,1.385051387833237,28,1.0,63.05591365920405,10.447477311165265,123.86113074042369,27.54235399958695,0.12169312169312169,0.0,0.0,0
75997519,0.04079349745071467,20,0,20,0.0,48.0,2.4,1.2000000000000002,20,1.0,61.72551221386388,10.546355961922037,114.95561758103251,25.988569768200527,0.1368421052631579,0.0,0.0,0
75998277,0.04311176509889012,32,4,28,0.125,64.0,2.0,1.224744871391589,32,1.0,56.38148895421586,9.557366827233816,116.855432858803,24.945640044194466,0.1532258064516129,0.0,0.0,0
75998641,0.04387609416008857,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.124858267715973,28,1.0,57.31597181242676,11.614497029268469,106.91511863721529,24.50165069979187,0.1111111111111111,0.0,0.0,0
75998767,0.04892230752605863,32,4,28,0.125,80.0,2.5,1.3228756555322954,32,1.0,59.31245147477976,9.832834647417444,113.57366856942652,26.009190656589933,0.12903225806451613,0.0,0.0,0
75999774,0.030998994360327423,28,4,24,0.14285714285714285,88.0,3.142857142857143,1.4568627181693672,28,1.0,58.833836880342936,10.472246751591957,111.31093982821784,25.667217805533472,0.13227513227513227,0.0,0.0,0
76003630,0.03941382096594348,28,0,28,0.0,96.0,3.4285714285714284,1.3997084244475304,28,1.0,60.633489347031485,11.446183372862253,112.18022281224486,26.534165987643828,0.13227513227513227,0.0,0.0,0
76004820,0.038571576222667915,32,4,28,0.125,64.0,2.0,0.8660254037844386,32,1.0,58.01033267123628,10.852710262274654,113.62395559012258,25.14760565780787,0.12903225806451613,0.0,0.0,0
76011170,0.03853801570096391,20,0,20,0.0,32.0,1.6,0.7999999999999999,20,1.0,66.4596699269914,10.598228953164805,117.16435758336719,28.841871091698035,0.11578947368421053,0.0,0.0,0
76012428,0.04034897255662923,32,0,32,0.0,56.0,1.75,0.9682458365518543,32,1.0,59.72165969428885,9.869021971351895,119.14730866286432,26.86466839823277,0.1532258064516129,0.0,0.0,0
76020372,0.046918098807804745,28,4,24,0.14285714285714285,92.0,3.2857142857142856,1.385051387833237,28,1.0,62.406524048016415,11.349122953359272,113.45693094357021,27.0280856708124,0.12169312169312169,0.0,0.0,0
76022872,0.03572057679450939,28,0,28,0.0,64.0,2.2857142857142856,0.6998542122237651,28,1.0,59.83868576165218,10.250870231865377,112.84194363825338,26.429062281320597,0.14285714285714285,0.0,0.0,0
76023273,0.034066098701175065,32,4,28,0.125,92.0,2.875,1.2686114456365274,32,1.0,60.06297535269374,11.94789589105049,116.29302050155661,26.21295929877227,0.12096774193548387,0.0,0.0,0
76032198,0.045707356400047035,24,0,24,0.0,72.0,3.0,1.0,24,1.0,61.74254148836996,12.958687023518573,109.79567928646716,26.31309875905131,0.10144927536231885,0.0,0.0,0
76032608,0.04466196319327077,28,4,24,0.14285714285714285,88.0,3.142857142857143,1.5518257844571735,28,1.0,60.544843163125876,10.698218324005257,125.89694988878205,27.15952497861128,0.15343915343915343,0.0,0.0,0
76039927,0.04018000180273139,28,4,24,0.14285714285714285,96.0,3.4285714285714284,1.4982983545287878,28,1.0,58.15097733110935,10.272847587854711,114.15228395173287,26.04378216296294,0.164021164021164,0.0,0.0,0
76041054,0.02967793379371205,28,0,28,0.0,100.0,3.5714285714285716,1.498298354528788,28,1.0,57.80666169148593,10.866976036173291,105.31352866009044,25.06083021304305,0.1111111111111111,0.0,0.0,0
76042700,0.02948340272156852,28,0,28,0.0,100.0,3.5714285714285716,1.293626448305345,28,1.0,63.874945363539254,10.98270678096143,124.23757036178365,28.171531969620162,0.14285714285714285,0.0,0.0,0
76042942,0.039302672150312024,24,4,20,0.16666666666666666,48.0,2.0,1.1547005383792515,24,1.0,60.900215328884954,11.7491165738219,116.59192407668748,25.836052888533466,0.13043478260869565,0.0,0.0,0
76044105,0.04776169113124739,32,0,32,0.0,76.0,2.375,1.653594569415369,32,1.0,62.57481733650049,10.164264015327765,119.29256011084786,28.41082527213731,0.1532258064516129,0.0,0.0,0
76045205,0.04907199558337836,28,4,24,0.14285714285714285,88.0,3.142857142857143,1.2453996981544782,28,1.0,56.45975695193912,11.24386265793487,106.49412608012312,24.26051848145927,0.12169312169312169,0.0,0.0,0
76045306,0.04003841451284963,20,0,20,0.0,44.0,2.2,1.4696938456699067,20,1.0,65.22102467900287,10.35752382231554,125.02131961886913,28.574990967405345,0.17894736842105263,0.0,0.0,0
76048458,0.03940310715214349,20,0,20,0.0,52.0,2.6,1.3564659966250538,20,1.0,66.67145903798668,9.772738501900786,118.37788541997351,28.789479242768305,0.15789473684210525,0.0,0.0,0
76050389,0.03943151574091126,20,4,16,0.2,72.0,3.6,1.4966629547095767,20,1.0,60.832709434742604,12.288110609875826,125.86283984507041,26.450046497602905,0.17894736842105263,0.0,0.0,0
76056672,0.030006894163500816,32,0,32,0.0,84.0,2.625,0.9921567416492215,32,1.0,59.88529075875909,9.82888818640433,109.5230181689659,26.07558961086763,0.11290322580645161,0.0,0.0,0
76056759,0.02875493249245667,20,0,20,0.0,68.0,3.4,1.2000000000000002,20,1.0,59.873703488588255,12.81678549093861,114.56386361670086,25.345805672991577,0.15789473684210525,0.0,0.0,0
76057451,0.04214800304091923,28,0,28,0.0,88.0,3.142857142857143,1.5518257844571737,28,1.0,61.06604727493326,10.456797697760997,126.61014442022491,27.26699366817566,0.13227513227513227,0.0,0.0,0
76057722,0.03232788787627171,36,4,32,0.1111111111111111,120.0,3.3333333333333335,1.4142135623730951,36,1.0,60.16427193325588,11.272208098518156,119.9246715683083,26.468560541729467,0.11746031746031746,0.0,0.0,0
76059391,0.03804779203304519,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.7261494247992246,28,1.0,57.0794544715269,10.839616898464914,114.51994677321514,25.37766947993404,0.164021164021164,0.0,0.0,0
76063562,0.04708055120130824,36,4,32,0.1111111111111111,104.0,2.888888888888889,1.594744454934147,36,1.0,59.57925717997873,10.7603095315305,125.41168966201707,26.705529220622992,0.14285714285714285,0.0,0.0,0
76063621,0.04814718632576139,28,0,28,0.0,88.0,3.142857142857143,1.2453996981544784,28,1.0,60.61857505591324,12.886598933602457,109.76780248606654,26.07128402170716,0.07936507936507936,0.0,0.0,0
76064593,0.04543498898612224,20,0,20,0.0,68.0,3.4,1.9595917942265426,20,1.0,65.83665839688906,11.823761814551274,115.32888936784478,27.591104612970103,0.11578947368421053,0.0,0.0,0
76066636,0.04104916162953811,36,4,32,0.1111111111111111,84.0,2.3333333333333335,1.563471919941143,36,1.0,60.81028503908444,10.474466299487155,123.10009030223003,26.999234946635767,0.13015873015873017,0.0,0.0,0
76067195,0.03591842715072826,28,0,28,0.0,88.0,3.142857142857143,1.2453996981544782,28,1.0,59.33753434647786,10.467111902874022,107.29260851941429,25.383122231883974,0.08994708994708994,0.0,0.0,0
76069664,0.04261157820413003,28,0,28,0.0,96.0,3.4285714285714284,1.590789817951435,28,1.0,58.582705112661316,11.34484642093723,112.16862198614498,25.45418544636633,0.12169312169312169,0.0,0.0,0
76071073,0.025361997700392123,24,4,20,0.16666666666666666,72.0,3.0,1.1547005383792515,24,1.0,58.3914676431803,11.49648425951741,101.93587692737862,24.993909565019692,0.11594202898550725,0.0,0.0,0
76071285,0.026007081146973577,28,0,28,0.0,72.0,2.5714285714285716,1.3997084244475304,28,1.0,61.023677913552994,9.408496703570464,125.1408251704681,27.685389970817646,0.15343915343915343,0.0,0.0,0
76076198,0.035941925492194784,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.498298354528788,28,1.0,60.11924457533483,13.423069528431421,116.53852825541466,25.78166737935889,0.1111111111111111,0.0,0.0,0
76079057,0.030469011586542707,28,4,24,0.14285714285714285,92.0,3.2857142857142856,1.4846149779161804,28,1.0,58.58551700937937,10.489751930756013,109.54601822940016,25.337747519582127,0.1111111111111111,0.0,0.0,0
76083186,0.0441265672888034,28,0,28,0.0,52.0,1.8571428571428572,0.832993127835043,28,1.0,60.84759945992608,9.532077201190587,104.44371131150274,26.45008074927602,0.12169312169312169,0.0,0.0,0
76086202,0.04555130561965347,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.0497813183356477,28,1.0,55.34960590920296,10.194906624923595,106.33034912158492,24.11101267044974,0.14285714285714285,0.0,0.0,0
76089271,0.041285187311549246,24,4,20,0.16666666666666666,56.0,2.3333333333333335,1.3743685418725535,24,1.0,56.8326568336925,10.92278933313054,105.08603767829516,24.940424709345912,0.18840579710144928,0.0,0.0,0
76090421,0.026158486806076558,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.4487116456005886,36,1.0,56.79039671888366,9.126619206698384,108.1419656550663,25.17890210449484,0.1365079365079365,0.0,0.0,0
76093064,0.04122404789864862,32,4,28,0.125,84.0,2.625,1.2183492931011204,32,1.0,56.723884192842355,9.867580384482912,114.30078820416233,25.283452324162745,0.1532258064516129,0.0,0.0,0
76093236,0.027351757209072316,32,0,32,0.0,76.0,2.375,1.3169567191065923,32,1.0,59.8477618367575,9.940613035912857,117.32555653031024,26.523872312703325,0.13709677419354838,0.0,0.0,0
76094449,0.04552221755273385,24,0,24,0.0,60.0,2.5,1.2583057392117916,24,1.0,59.314269619752324,10.481598975711355,106.66893131622176,25.238634366394713,0.11594202898550725,0.0,0.0,0
76094900,0.03555266816491006,24,4,20,0.16666666666666666,88.0,3.6666666666666665,1.1055415967851334,24,1.0,57.80825073594827,13.067282159436111,109.61186762934601,24.698590113426945,0.13043478260869565,0.0,0.0,0
76096057,0.03911760509971084,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.1967032904743342,36,1.0,62.44527886433199,10.60594268861897,118.92855737522943,28.28562760513415,0.1365079365079365,0.0,0.0,0
76100053,0.048975604250770556,28,4,24,0.14285714285714285,52.0,1.8571428571428572,0.8329931278350429,28,1.0,60.40667808376853,11.448769212484953,121.28553187864154,26.56283645553927,0.13227513227513227,0.0,0.0,0
76100756,0.028954490222612792,24,4,20,0.16666666666666666,84.0,3.5,1.5,24,1.0,58.8219644416076,11.36686074083634,110.04464021866211,25.434240891221858,0.13043478260869565,0.0,0.0,0
76101203,0.04470169041524467,24,0,24,0.0,68.0,2.8333333333333335,1.2133516482134197,24,1.0,62.931710366883976,11.738383149822056,118.46949306360533,27.33743856993367,0.14492753623188406,0.0,0.0,0
76101936,0.03217085809888216,28,0,28,0.0,80.0,2.857142857142857,1.6413036132965795,28,1.0,64.76930011993807,9.0211878873972,122.02164684615317,28.728354074301933,0.12169312169312169,0.0,0.0,0
76106874,0.03719127145719131,28,4,24,0.14285714285714285,64.0,2.2857142857142856,1.27775312999988,28,1.0,63.34841096731593,9.990619876817705,123.33878477313125,28.204927061775308,0.14285714285714285,0.0,0.0,0
76108868,0.04237917504192406,20,0,20,0.0,48.0,2.4,1.4966629547095767,20,1.0,60.89569754888757,13.258953191100622,108.45907306772547,25.795075604755084,0.1368421052631579,0.0,0.0,0
76109496,0.045782217606412975,28,4,24,0.14285714285714285,84.0,3.0,1.1952286093343936,28,1.0,60.85559483123127,12.504046907513336,111.49851950002315,26.620481131521476,0.12169312169312169,0.0,0.0,0
76110823,0.03723166013027599,24,4,20,0.16666666666666666,64.0,2.6666666666666665,1.3743685418725535,24,1.0,63.75738111750078,12.620370119408653,129.86699558415987,27.46251761536475,0.13043478260869565,0.0,0.0,0
76114066,0.03759903155989254,28,4,24,0.14285714285714285,56.0,2.0,0.9258200997725514,28,1.0,60.069767784621696,12.676935920740863,109.02895141465862,26.173250901656548,0.12169312169312169,0.0,0.0,0
76115985,0.0467874881833687,20,0,20,0.0,64.0,3.2,1.8330302779823362,20,1.0,61.08108911546437,12.099380755412088,104.14798720879097,26.000567746405636,0.11578947368421053,0.0,0.0,0
76116994,0.040174291379974324,32,0,32,0.0,84.0,2.625,1.4947825928876748,32,1.0,59.93344671453271,9.781058267418164,112.58756635066817,26.714054681459405,0.13709677419354838,0.0,0.0,0
76117280,0.04647363964172109,32,4,28,0.125,100.0,3.125,1.4523687548277813,32,1.0,59.866595426638135,12.760996707786914,124.0400569488815,26.608098184452704,0.1532258064516129,0.0,0.0,0
76121210,0.02896213503310788,20,4,16,0.2,48.0,2.4,1.019803902718557,20,1.0,63.7562569177815,14.026581762186241,118.02467881498889,26.844601872014984,0.1368421052631579,0.0,0.0,0
76123767,0.04510002322627211,32,0,32,0.0,52.0,1.625,0.6959705453537527,32,1.0,61.03055236334659,9.735013839247618,119.07624637003472,27.631095220788445,0.1693548387096774,0.0,0.0,0
76124992,0.04451303842044896,28,0,28,0.0,100.0,3.5714285714285716,1.761261143705422,28,1.0,58.770942796063125,10.715045407732736,108.48916977731014,25.585849774705544,0.13227513227513227,0.0,0.0,0
76126715,0.04422002667123402,28,0,28,0.0,52.0,1.8571428571428572,0.6388765649999399,28,1.0,61.86553216904633,9.734028247708842,126.88015405458597,27.543139526007625,0.13227513227513227,0.0,0.0,0
76126728,0.03101857105024847,24,0,24,0.0,52.0,2.1666666666666665,1.2133516482134197,24,1.0,63.50959116645868,11.053712854998992,119.03337756138995,27.345631216456294,0.10144927536231885,0.0,0.0,0
76126831,0.026242905606209413,32,0,32,0.0,84.0,2.625,1.2183492931011204,32,1.0,61.11794190357095,9.531645954680991,121.28730546653478,26.964977054058338,0.12096774193548387,0.0,0.0,0
76126973,0.03470618173095916,32,4,28,0.125,80.0,2.5,1.118033988749895,32,1.0,58.08846123096511,9.961242562990211,111.98515738423673,25.973812264890107,0.16129032258064516,0.0,0.0,0
76126987,0.02929703741122515,20,0,20,0.0,56.0,2.8,1.6,20,1.0,60.732942899677035,11.373492956848283,106.95782093894819,25.37032891727678,0.11578947368421053,0.0,0.0,0
76128697,0.043520320347352884,24,4,20,0.16666666666666666,104.0,4.333333333333333,0.74535599249993,24,1.0,56.55789171081889,12.925096057154397,104.90075706278321,24.522121201544767,0.14492753623188406,0.0,0.0,0
76132264,0.03822589903079497,28,0,28,0.0,76.0,2.7142857142857144,1.1605769149479945,28,1.0,61.48935081873978,12.494679214492368,119.74409227270512,26.681233158435553,0.10052910052910052,0.0,0.0,0
76134185,0.03865424344937773,32,4,28,0.125,132.0,4.125,1.0532687216470449,32,1.0,59.26512051941306,12.320217153039414,112.75846563528664,26.013728421706904,0.12096774193548387,0.0,0.0,0
76135954,0.045781366165845175,24,0,24,0.0,68.0,2.8333333333333335,1.3437096247164249,24,1.0,59.55114436964514,10.649729429999475,110.53165287363514,25.55489657841546,0.13043478260869565,0.0,0.0,0
76139036,0.03960931101301097,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.0999438818457408,36,1.0,60.67835343646231,9.44437069278434,121.98599958958424,27.623865795909605,0.1873015873015873,0.0,0.0,0
76140744,0.03248073350747072,32,4,28,0.125,88.0,2.75,1.3919410907075054,32,1.0,59.795315049817404,9.194324423303827,126.63157902207081,27.03920328149058,0.16129032258064516,0.0,0.0,0
76147844,0.047482742853697954,24,0,24,0.0,76.0,3.1666666666666665,1.3437096247164249,24,1.0,58.620075087894044,10.834548656460345,98.62143638480937,25.010734684612206,0.11594202898550725,0.0,0.0,0
76151155,0.04875739076657682,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.124858267715973,28,1.0,57.19162178628603,11.354066073845155,108.12594680560048,24.74646945578849,0.13227513227513227,0.0,0.0,0
76151331,0.02886221288151206,24,4,20,0.16666666666666666,68.0,2.8333333333333335,1.0671873729054748,24,1.0,59.87593787899989,10.932001518861926,112.1039715597858,25.36058047060534,0.11594202898550725,0.0,0.0,0
76155798,0.03722631933356077,28,4,24,0.14285714285714285,84.0,3.0,0.9258200997725514,28,1.0,57.31970565246661,12.917049280044289,109.31403955943371,24.592795512558155,0.12169312169312169,0.0,0.0,0
76156832,0.043459286466624156,36,0,36,0.0,100.0,2.7777777777777777,1.7497795275581802,36,1.0,60.97082951756119,9.429510486490953,129.60407429486895,27.718330919510976,0.14285714285714285,0.0,0.0,0
76157049,0.02928080418830485,24,0,24,0.0,52.0,2.1666666666666665,0.6871842709362768,24,1.0,64.86113747234168,9.738668903609227,115.7516532626902,27.891455607383417,0.11594202898550725,0.0,0.0,0
76161698,0.0410524532158236,20,4,16,0.2,48.0,2.4,1.7435595774162693,20,1.0,58.45777173393496,12.360675763455795,108.83002114165119,24.300034122133766,0.1368421052631579,0.0,0.0,0
76162286,0.04575671520140849,32,0,32,0.0,64.0,2.0,1.5,32,1.0,61.656778258014654,10.592639361234495,114.75675623089386,27.106060633480123,0.11290322580645161,0.0,0.0,0
76164392,0.03941003212400003,32,0,32,0.0,76.0,2.375,0.9921567416492215,32,1.0,58.24766740201249,9.749750104835677,123.24795742159408,26.600556257336475,0.1774193548387097,0.0,0.0,0
76166997,0.04424683269866729,32,4,28,0.125,64.0,2.0,1.0,32,1.0,59.15134830053331,9.03290475463092,114.4301906481572,26.757171706095512,0.1693548387096774,0.0,0.0,0
76168171,0.04718920677525779,36,4,32,0.1111111111111111,80.0,2.2222222222222223,1.6178021976178927,36,1.0,57.973960187154475,10.978679785688573,123.88904004191355,25.863485693105932,0.13015873015873017,0.0,0.0,0
76169387,0.0382870627828177,32,0,32,0.0,68.0,2.125,1.4523687548277813,32,1.0,59.76111212060184,9.539313925254707,123.86491464714507,26.776555451324924,0.13709677419354838,0.0,0.0,0
76176665,0.046585319098365933,28,4,24,0.14285714285714285,88.0,3.142857142857143,1.4568627181693672,28,1.0,61.331529633310765,11.895548925481362,118.1039469120992,26.865785495726318,0.14285714285714285,0.0,0.0,0
76177556,0.04833121424941686,36,4,32,0.1111111111111111,68.0,1.8888888888888888,0.8748897637790901,36,1.0,60.02682688730135,10.200658530920496,131.82422132146854,27.439107416938146,0.16825396825396827,0.0,0.0,0
76177692,0.03584517479780221,28,4,24,0.14285714285714285,88.0,3.142857142857143,1.7261494247992242,28,1.0,60.57817259310952,11.336613794019344,112.34729606817606,26.369110720325633,0.12169312169312169,0.0,0.0,0
76185100,0.04119189377433398,32,4,28,0.125,80.0,2.5,1.4142135623730951,32,1.0,56.69501729083034,10.457157447879455,108.0409306450722,24.918174448985177,0.13709677419354838,0.0,0.0,0
76193676,0.026775399285453503,32,4,28,0.125,60.0,1.875,1.165922381636102,32,1.0,58.81832144713684,10.628156504694951,116.86202506419332,26.311316530264925,0.14516129032258066,0.0,0.0,0
76194670,0.034053074445982504,28,4,24,0.14285714285714285,56.0,2.0,0.5345224838248488,28,1.0,60.59701521576995,10.901552796172053,117.27318401377296,26.739879974070142,0.13227513227513227,0.0,0.0,0
76195833,0.04209965646055098,24,0,24,0.0,92.0,3.8333333333333335,1.3437096247164249,24,1.0,61.5337932917724,11.407831175188337,118.17998243902007,26.621741832114807,0.14492753623188406,0.0,0.0,0
76198561,0.027693782966981554,32,0,32,0.0,88.0,2.75,1.6393596310755,32,1.0,61.207517097804015,9.736621921350993,108.38973993042092,26.674181582488718,0.11290322580645161,0.0,0.0,0
76198576,0.042906112100465105,20,0,20,0.0,40.0,2.0,1.5491933384829668,20,1.0,67.01824933793523,11.54142111903221,115.54295283358415,28.278189381684534,0.11578947368421053,0.0,0.0,0
76201225,0.028592825753828575,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.6413036132965795,28,1.0,58.883910317536106,11.36936708670336,111.26705785925333,25.573506959356834,0.13227513227513227,0.0,0.0,0
76202954,0.04393394903897101,32,4,28,0.125,88.0,2.75,1.3919410907075054,32,1.0,59.29075191442824,10.0103381495917,106.65487534059557,25.889038740535025,0.14516129032258066,0.0,0.0,0
76205493,0.03208249149868881,28,0,28,0.0,80.0,2.857142857142857,1.2453996981544784,28,1.0,63.77088115931343,9.248859339793277,122.79762064267892,28.00918827277622,0.13227513227513227,0.0,0.0,0
76207317,0.04170497125321063,24,0,24,0.0,56.0,2.3333333333333335,1.247219128924647,24,1.0,61.05262877682581,14.592111756359815,107.75337647567564,25.812340854042628,0.10144927536231885,0.0,0.0,0
76216031,0.035261847424685425,24,4,20,0.16666666666666666,76.0,3.1666666666666665,1.5723301886761005,24,1.0,63.584870685548225,9.664289509162005,112.66605533356405,27.243878723003004,0.10144927536231885,0.0,0.0,0
76216437,0.04342043517047808,20,0,20,0.0,64.0,3.2,1.3266499161421599,20,1.0,63.80150024170442,14.461078980895863,107.98217984797631,26.366715221856207,0.07368421052631578,0.0,0.0,0
76224773,0.0464980816324402,32,4,28,0.125,52.0,1.625,0.9921567416492215,32,1.0,55.61067054368276,9.054303644513114,107.44402146682695,25.046841143772788,0.1774193548387097,0.0,0.0,0
76227451,0.03466674823548416,36,4,32,0.1111111111111111,100.0,2.7777777777777777,1.617802197617893,36,1.0,57.73594219633812,10.028217860513422,114.16684921440319,25.592243164345817,0.11746031746031746,0.0,0.0,0
76227620,0.02682945980235386,28,4,24,0.14285714285714285,92.0,3.2857142857142856,1.2777531299998799,28,1.0,58.85176492529221,12.251262993908712,120.32384275842178,25.94356999739565,0.15343915343915343,0.0,0.0,0
76229337,0.026165860602649946,20,0,20,0.0,64.0,3.2,1.3266499161421599,20,1.0,62.76613196386001,16.328077866285057,113.67149028376403,26.416356718214434,0.11578947368421053,0.0,0.0,0
76232310,0.04468681666844502,24,4,20,0.16666666666666666,48.0,2.0,1.4142135623730951,24,1.0,58.093443597735586,12.297714930379692,107.39903531502097,25.510093987853594,0.15942028985507245,0.0,0.0,0
76238738,0.037011285596975224,32,0,32,0.0,96.0,3.0,1.6583123951777,32,1.0,60.2239024477386,11.038818595163457,117.13281883111617,26.470786592658776,0.11290322580645161,0.0,0.0,0
76240663,0.041076954731786186,24,0,24,0.0,60.0,2.5,1.5,24,1.0,62.68342955191975,10.773078089494222,123.55658727883005,27.692973310046003,0.17391304347826086,0.0,0.0,0
76240675,0.02566091850806367,36,4,32,0.1111111111111111,88.0,2.4444444444444446,1.1653431646335015,36,1.0,57.50520463488687,10.675829537743946,114.58206156275759,25.273409145934576,0.11746031746031746,0.0,0.0,0
76241304,0.03813211357647768,40,4,36,0.1,80.0,2.0,1.0954451150103321,40,1.0,59.861772001212785,9.786301640377099,119.28475432553837,26.83990661013284,0.13846153846153847,0.0,0.0,0
76242405,0.040949628000720405,32,4,28,0.125,88.0,2.75,1.6393596310755,32,1.0,60.847448616522556,10.471234632614872,120.14699669262347,27.00140300154141,0.14516129032258066,0.0,0.0,0
76243092,0.0464632430104181,32,4,28,0.125,60.0,1.875,1.0532687216470449,32,1.0,58.969996752579334,9.018489955540222,112.01965441193852,26.549052623232665,0.1693548387096774,0.0,0.0,0
76247232,0.028319803032702005,24,4,20,0.16666666666666666,76.0,3.1666666666666665,1.3437096247164249,24,1.0,61.74426883948484,11.9506479399426,116.30687973283713,26.864781177447348,0.17391304347826086,0.0,0.0,0
76247605,0.032343419002798635,32,4,28,0.125,72.0,2.25,0.82915619758885,32,1.0,61.141286902572396,11.47265704723741,130.79608790060064,27.338293635081687,0.14516129032258066,0.0,0.0,0
76249460,0.037336042841898516,36,4,32,0.1111111111111111,88.0,2.4444444444444446,1.2570787221094177,36,1.0,59.11839545963735,10.58910134048597,117.27155641335055,26.438783361898285,0.1492063492063492,0.0,0.0,0
76255902,0.03335340710243176,36,0,36,0.0,72.0,2.0,1.4142135623730951,36,1.0,60.4375435707257,9.71606943275697,115.42286141294974,26.694809941071668,0.1111111111111111,0.0,0.0,0
76257210,0.027120903905211973,32,4,28,0.125,88.0,2.75,1.0897247358851685,32,1.0,60.95704309345634,10.491142840787463,119.81018700545934,27.313469225477274,0.14516129032258066,0.0,0.0,0
76257789,0.039295720968101834,20,0,20,0.0,60.0,3.0,1.4142135623730951,20,1.0,63.691724057722794,12.241959452282124,105.48489196991457,26.6777950184921,0.09473684210526316,0.0,0.0,0
76258762,0.037506128804535334,24,0,24,0.0,56.0,2.3333333333333335,1.5986105077709065,24,1.0,63.29376710412043,9.25365153821248,113.5522096313026,28.505746853027276,0.18840579710144928,0.0,0.0,0
76259847,0.04718560263779803,36,4,32,0.1111111111111111,64.0,1.7777777777777777,0.6285393610547089,36,1.0,60.423262142577755,9.739376136824726,120.05971697296316,27.139869236533077,0.1619047619047619,0.0,0.0,0
76263558,0.049855976445944666,24,0,24,0.0,80.0,3.3333333333333335,1.4907119849998596,24,1.0,60.55837612631138,12.020603758424054,115.05900146983069,26.514991699470364,0.15942028985507245,0.0,0.0,0
