seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,n_our_final,n_sub_final,match_time_sec
6,0.6,-0.2,0.0,1,-1,1,0,188,5604,0,28,0,13.5
4,0.6,-0.2,0.0,-1,1,0,0,174,0,926,0,36,20.2
5,0.6,-0.2,0.0,1,-1,1,0,180,3333,0,34,0,19.3
9,0.6,-0.2,0.0,-1,1,0,0,160,0,627,0,23,8.4
7,0.6,-0.2,0.0,-1,1,0,0,151,0,1369,0,32,18.5
0,0.6,-0.2,1.0,-1,1,0,0,119,0,872,0,28,9.3
1,0.6,-0.2,1.0,-1,1,0,0,112,0,2647,0,32,9.8
2,0.6,-0.2,1.0,-1,1,0,0,146,0,399,0,23,6.9
5,0.6,-0.2,1.0,1,-1,1,0,167,4140,0,26,0,10.3
4,0.6,-0.2,1.0,-1,1,0,0,129,0,956,0,32,13.4
8,0.6,-0.2,0.0,1,-1,1,0,274,6878,0,37,0,32.5
6,0.6,-0.2,1.0,-1,1,0,0,147,0,641,0,31,14.0
8,0.6,-0.2,1.0,-1,1,0,0,112,0,437,0,20,5.2
3,0.6,-0.2,1.0,1,-1,1,0,217,4385,0,36,0,21.9
9,0.6,-0.2,1.0,1,-1,1,0,167,2431,0,34,0,13.1
7,0.6,-0.2,1.0,-1,1,0,0,176,0,1362,0,36,20.2
2,0.8,-0.8,-0.9,1,-1,1,0,145,3447,0,28,0,12.4
0,0.8,-0.8,-0.9,-1,1,0,0,159,0,4039,0,36,21.6
3,0.8,-0.8,-0.9,-1,1,0,0,143,0,1702,0,32,11.9
4,0.8,-0.8,-0.9,1,-1,1,0,164,3313,0,27,0,9.1
5,0.8,-0.8,-0.9,-1,1,0,0,210,0,391,0,24,13.1
1,0.8,-0.8,-0.9,1,-1,1,0,285,2873,0,32,0,31.8
8,0.8,-0.8,-0.9,1,-1,1,0,197,1679,0,20,0,11.8
7,0.8,-0.8,-0.9,-1,1,0,0,148,0,1173,0,28,15.3
6,0.8,-0.8,-0.9,1,-1,1,0,201,4205,0,28,0,16.3
9,0.8,-0.8,-0.9,-1,1,0,0,140,0,1546,0,32,13.4
0,0.8,-0.8,-0.7,-1,1,0,0,137,0,2224,0,24,11.2
3,0.8,-0.8,-0.7,1,-1,1,0,158,5363,0,32,0,12.3
2,0.8,-0.8,-0.7,1,-1,1,0,191,6982,0,32,0,16.8
1,0.8,-0.8,-0.7,1,-1,1,0,198,3836,0,32,0,22.1
6,0.8,-0.8,-0.7,-1,1,0,0,129,0,752,0,27,11.1
7,0.8,-0.8,-0.7,1,-1,1,0,190,3449,0,28,0,14.5
4,0.8,-0.8,-0.7,-1,1,0,0,239,0,3068,0,36,27.6
5,0.8,-0.8,-0.7,1,-1,1,0,238,2176,0,36,0,31.1
9,0.8,-0.8,-0.7,-1,1,0,0,160,0,734,0,36,15.8
0,0.8,-0.8,-0.5,1,-1,1,0,241,2238,0,20,0,11.6
1,0.8,-0.8,-0.5,-1,1,0,0,135,0,3230,0,28,11.4
8,0.8,-0.8,-0.7,-1,1,0,0,191,0,1526,0,32,24.2
4,0.8,-0.8,-0.5,-1,1,0,0,109,0,1176,0,24,7.7
2,0.8,-0.8,-0.5,-1,1,0,0,164,0,387,0,29,13.4
3,0.8,-0.8,-0.5,-1,1,0,0,140,0,1756,0,36,14.8
5,0.8,-0.8,-0.5,1,-1,1,0,130,2893,0,32,0,12.0
6,0.8,-0.8,-0.5,-1,1,0,0,206,0,528,0,27,14.1
9,0.8,-0.8,-0.5,-1,1,0,0,178,0,663,0,20,9.3
2,0.8,-0.8,-0.3,1,-1,1,0,152,2554,0,24,0,5.6
8,0.8,-0.8,-0.5,-1,1,0,0,182,0,3473,0,36,21.0
0,0.8,-0.8,-0.3,-1,1,0,0,183,0,1596,0,32,18.0
7,0.8,-0.8,-0.5,1,-1,1,0,205,4082,0,32,0,28.7
1,0.8,-0.8,-0.3,-1,1,0,0,243,0,2272,0,32,22.5
3,0.8,-0.8,-0.3,-1,1,0,0,197,0,1148,0,20,12.1
5,0.8,-0.8,-0.3,1,-1,1,0,154,3694,0,36,0,10.2
4,0.8,-0.8,-0.3,-1,1,0,0,209,0,923,0,28,15.4
6,0.8,-0.8,-0.3,-1,1,0,0,131,0,1374,0,28,12.4
7,0.8,-0.8,-0.3,-1,1,0,0,136,0,1014,0,28,11.3
8,0.8,-0.8,-0.3,-1,1,0,0,206,0,1560,0,24,14.6
0,0.8,-0.8,0.0,-1,1,0,0,128,0,1067,0,28,10.2
3,0.8,-0.8,0.0,1,-1,1,0,145,2239,0,24,0,8.4
9,0.8,-0.8,-0.3,-1,1,0,0,161,0,1641,0,36,21.1
1,0.8,-0.8,0.0,-1,1,0,0,182,0,654,0,28,16.3
5,0.8,-0.8,0.0,1,-1,1,0,209,1703,0,20,0,9.6
2,0.8,-0.8,0.0,-1,1,0,0,243,0,694,0,35,29.0
4,0.8,-0.8,0.0,-1,1,0,0,233,0,3982,0,28,26.0
6,0.8,-0.8,0.0,-1,1,0,0,210,0,1016,0,32,24.1
9,0.8,-0.8,0.0,-1,1,0,0,158,0,691,0,31,11.1
7,0.8,-0.8,0.0,1,-1,1,0,272,6153,0,30,0,26.7
8,0.8,-0.8,0.0,-1,1,0,0,189,0,691,0,32,20.7
0,0.8,-0.8,1.0,-1,1,0,0,137,0,3188,0,32,11.6
3,0.8,-0.8,1.0,1,-1,1,0,115,1683,0,20,0,4.4
2,0.8,-0.8,1.0,1,-1,1,0,149,4314,0,36,0,9.2
4,0.8,-0.8,1.0,1,-1,1,0,150,3761,0,28,0,9.8
5,0.8,-0.8,1.0,-1,1,0,0,171,0,1094,0,32,10.7
6,0.8,-0.8,1.0,-1,1,0,0,148,0,2121,0,28,11.3
8,0.8,-0.8,1.0,1,-1,1,0,186,4155,0,24,0,9.7
1,0.8,-0.8,1.0,1,-1,1,0,500,33502,1285,33,2,27.8
9,0.8,-0.8,1.0,1,-1,1,0,184,3669,0,24,0,12.1
7,0.8,-0.8,1.0,-1,1,0,0,141,0,600,0,29,17.3
1,0.8,-0.6,-0.9,1,-1,1,0,161,3392,0,32,0,12.5
0,0.8,-0.6,-0.9,1,-1,1,0,157,3309,0,34,0,18.2
3,0.8,-0.6,-0.9,-1,1,0,0,111,0,643,0,28,10.9
4,0.8,-0.6,-0.9,-1,1,0,0,206,0,849,0,20,12.4
2,0.8,-0.6,-0.9,-1,1,0,0,150,0,4770,0,36,18.8
6,0.8,-0.6,-0.9,-1,1,0,0,127,0,1379,0,28,10.7
7,0.8,-0.6,-0.9,1,-1,1,0,144,3109,0,36,0,13.3
8,0.8,-0.6,-0.9,-1,1,0,0,232,0,1904,0,24,11.8
5,0.8,-0.6,-0.9,1,-1,1,0,190,3677,0,36,0,22.5
0,0.8,-0.6,-0.7,-1,1,0,0,171,0,898,0,32,15.6
9,0.8,-0.6,-0.9,-1,1,0,0,299,0,1272,0,24,19.5
2,0.8,-0.6,-0.7,-1,1,0,0,154,0,1498,0,29,14.4
3,0.8,-0.6,-0.7,-1,1,0,0,157,0,666,0,29,13.1
4,0.8,-0.6,-0.7,-1,1,0,0,151,0,659,0,20,8.1
1,0.8,-0.6,-0.7,-1,1,0,0,191,0,1641,0,32,23.0
7,0.8,-0.6,-0.7,1,-1,1,0,133,3152,0,32,0,8.4
5,0.8,-0.6,-0.7,1,-1,1,0,195,3372,0,36,0,20.7
9,0.8,-0.6,-0.7,-1,1,0,0,119,0,665,0,36,10.8
6,0.8,-0.6,-0.7,1,-1,1,0,226,2726,0,28,0,22.6
2,0.8,-0.6,-0.5,1,-1,1,0,163,2378,0,27,0,10.8
3,0.8,-0.6,-0.5,1,-1,1,0,164,5294,0,32,0,8.2
1,0.8,-0.6,-0.5,-1,1,0,0,147,0,1566,0,32,13.5
4,0.8,-0.6,-0.5,1,-1,1,0,145,3664,0,20,0,8.4
0,0.8,-0.6,-0.5,1,-1,1,0,319,2389,0,28,0,27.4
6,0.8,-0.6,-0.5,1,-1,1,0,167,1524,0,24,0,8.7
8,0.8,-0.6,-0.5,-1,1,0,0,149,0,290,0,19,7.6
9,0.8,-0.6,-0.5,1,-1,1,0,131,2569,0,28,0,9.2
7,0.8,-0.6,-0.5,-1,1,0,0,141,0,2719,0,32,15.8
0,0.8,-0.6,-0.3,1,-1,1,0,170,4917,0,32,0,10.2
5,0.8,-0.6,-0.5,-1,1,0,0,242,0,2611,0,28,28.9
